section_id	section_title	paper_id	why
4.2	Memory and retrieval (RAG)	P0164	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, data) in the paper title/abstract. (also mapped 1× already)
4.2	Memory and retrieval (RAG)	P0063	Matches subsection 'Memory and retrieval (RAG)' via shared terms (long, memory, recent) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0084	Matches subsection 'Memory and retrieval (RAG)' via shared terms (retrieval, axes, recent) in the paper title/abstract.
4.2	Memory and retrieval (RAG)	P0001	Matches subsection 'Memory and retrieval (RAG)' via shared terms (benchmarks, components, human) in the paper title/abstract. (also mapped 3× already)
5.1	Self-improvement and adaptation	P0094	Matches subsection 'Self-improvement and adaptation' via shared terms (adaptation, adaptation, benchmarks) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0035	Matches subsection 'Self-improvement and adaptation' via shared terms (self, critique, evaluation) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0071	Matches subsection 'Self-improvement and adaptation' via shared terms (self, design, driven) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0036	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0156	Matches subsection 'Self-improvement and adaptation' via shared terms (core, cost, data) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0046	Matches subsection 'Self-improvement and adaptation' via shared terms (self, datasets, evaluation) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0047	Matches subsection 'Self-improvement and adaptation' via shared terms (design, how, learning) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0057	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, cost) in the paper title/abstract. (also mapped 1× already)
5.1	Self-improvement and adaptation	P0062	Matches subsection 'Self-improvement and adaptation' via shared terms (data, datasets, design) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0086	Matches subsection 'Self-improvement and adaptation' via shared terms (self, comparisons, human) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0090	Matches subsection 'Self-improvement and adaptation' via shared terms (self, benchmarks, data) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0055	Matches subsection 'Self-improvement and adaptation' via shared terms (architecture, evaluation, failure) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0089	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, data, datasets) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0203	Matches subsection 'Self-improvement and adaptation' via shared terms (how, identify, limitations) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0150	Matches subsection 'Self-improvement and adaptation' via shared terms (aggregation, communication, cost) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0037	Matches subsection 'Self-improvement and adaptation' via shared terms (communication, data, design) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0092	Matches subsection 'Self-improvement and adaptation' via shared terms (data, driven, how) in the paper title/abstract.
5.1	Self-improvement and adaptation	P0001	Matches subsection 'Self-improvement and adaptation' via shared terms (benchmarks, human, learning) in the paper title/abstract. (also mapped 4× already)
5.2	Multi-agent coordination	P0187	Matches subsection 'Multi-agent coordination' via shared terms (agent, coordination, multi) in the paper title/abstract.
5.2	Multi-agent coordination	P0129	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0205	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0212	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0213	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0158	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0122	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0184	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0148	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0188	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, appear) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0041	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, budget) in the paper title/abstract.
5.2	Multi-agent coordination	P0133	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, communication) in the paper title/abstract.
5.2	Multi-agent coordination	P0195	Matches subsection 'Multi-agent coordination' via shared terms (agent, adaptation, agent) in the paper title/abstract.
5.2	Multi-agent coordination	P0151	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, concrete) in the paper title/abstract.
5.2	Multi-agent coordination	P0076	Matches subsection 'Multi-agent coordination' via shared terms (coordination, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0101	Matches subsection 'Multi-agent coordination' via shared terms (agent, multi, agent) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0105	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, benchmarks) in the paper title/abstract. (also mapped 1× already)
5.2	Multi-agent coordination	P0164	Matches subsection 'Multi-agent coordination' via shared terms (agent, agent, benchmarks) in the paper title/abstract. (also mapped 2× already)
6.1	Benchmarks and evaluation protocols	P0111	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, data) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0089	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, benchmarks, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0014	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, constraints, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0040	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0039	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0204	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (choices, design, evaluation) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0013	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, choices, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0098	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (data, limitations, protocol) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0033	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, core, data) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0136	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
6.1	Benchmarks and evaluation protocols	P0174	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, how, include) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0179	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, core, data) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0042	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, metrics, setup) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0043	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (evaluation, explicit, recent) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0064	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (constraints, design, risks) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0068	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (architecture, core, mechanism) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0072	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (identify, leakage, protocol) in the paper title/abstract.
6.1	Benchmarks and evaluation protocols	P0164	Matches subsection 'Benchmarks and evaluation protocols' via shared terms (benchmarks, data, design) in the paper title/abstract. (also mapped 3× already)
6.2	Safety, security, and governance	P0097	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, evaluation) in the paper title/abstract.
6.2	Safety, security, and governance	P0132	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0135	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, benchmarks) in the paper title/abstract.
6.2	Safety, security, and governance	P0079	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, deployed) in the paper title/abstract.
6.2	Safety, security, and governance	P0023	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, architecture) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0065	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, benchmarks) in the paper title/abstract.
6.2	Safety, security, and governance	P0189	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0064	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, constraints) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0114	Matches subsection 'Safety, security, and governance' via shared terms (agents, data, datasets) in the paper title/abstract.
6.2	Safety, security, and governance	P0179	Matches subsection 'Safety, security, and governance' via shared terms (security, benchmarks, core) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0042	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, evaluation) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0111	Matches subsection 'Safety, security, and governance' via shared terms (security, agents, benchmarks) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0220	Matches subsection 'Safety, security, and governance' via shared terms (agents, constraints, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0197	Matches subsection 'Safety, security, and governance' via shared terms (agents, controls, core) in the paper title/abstract.
6.2	Safety, security, and governance	P0219	Matches subsection 'Safety, security, and governance' via shared terms (agents, benchmarks, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0192	Matches subsection 'Safety, security, and governance' via shared terms (safety, agents, constraints) in the paper title/abstract. (also mapped 1× already)
6.2	Safety, security, and governance	P0112	Matches subsection 'Safety, security, and governance' via shared terms (agents, constraints, data) in the paper title/abstract.
6.2	Safety, security, and governance	P0164	Matches subsection 'Safety, security, and governance' via shared terms (benchmarks, data, design) in the paper title/abstract. (also mapped 4× already)
